comname,sciname,ico_gl,ico_rgn_id,iucn_sid,subpop,cat_2016,cat,cat_txt,cat_score,eval_yr,year,cat_2016_score
Bowhead whale,Balaena mysticetus,TRUE,NA,2467,NA,LC,CR,"""Very rare but believed to be stable or increasing""",0.8,1965,1985,0
Bowhead whale,Balaena mysticetus,TRUE,NA,2467,NA,LC,EN,Endangered,0.6,1986,1986,0
Bowhead whale,Balaena mysticetus,TRUE,NA,2467,NA,LC,EN,Endangered,0.6,1986,1987,0
Bowhead whale,Balaena mysticetus,TRUE,NA,2467,NA,LC,EN,Endangered,0.6,1988,1988,0
Bowhead whale,Balaena mysticetus,TRUE,NA,2467,NA,LC,EN,Endangered,0.6,1988,1989,0
Bowhead whale,Balaena mysticetus,TRUE,NA,2467,NA,LC,VU,Vulnerable,0.4,1990,1990,0
Bowhead whale,Balaena mysticetus,TRUE,NA,2467,NA,LC,VU,Vulnerable,0.4,1990,1991,0
Bowhead whale,Balaena mysticetus,TRUE,NA,2467,NA,LC,VU,Vulnerable,0.4,1990,1992,0
Bowhead whale,Balaena mysticetus,TRUE,NA,2467,NA,LC,VU,Vulnerable,0.4,1990,1993,0
Bowhead whale,Balaena mysticetus,TRUE,NA,2467,NA,LC,VU,Vulnerable,0.4,1994,1994,0
Bowhead whale,Balaena mysticetus,TRUE,NA,2467,NA,LC,VU,Vulnerable,0.4,1994,1995,0
Bowhead whale,Balaena mysticetus,TRUE,NA,2467,NA,LC,CD,Lower Risk/conservation dependent,0.3,1996,1996,0
Bowhead whale,Balaena mysticetus,TRUE,NA,2467,NA,LC,CD,Lower Risk/conservation dependent,0.3,1996,1997,0
Bowhead whale,Balaena mysticetus,TRUE,NA,2467,NA,LC,CD,Lower Risk/conservation dependent,0.3,1996,1998,0
Bowhead whale,Balaena mysticetus,TRUE,NA,2467,NA,LC,CD,Lower Risk/conservation dependent,0.3,1996,1999,0
Bowhead whale,Balaena mysticetus,TRUE,NA,2467,NA,LC,CD,Lower Risk/conservation dependent,0.3,1996,2000,0
Bowhead whale,Balaena mysticetus,TRUE,NA,2467,NA,LC,CD,Lower Risk/conservation dependent,0.3,1996,2001,0
Bowhead whale,Balaena mysticetus,TRUE,NA,2467,NA,LC,CD,Lower Risk/conservation dependent,0.3,1996,2002,0
Bowhead whale,Balaena mysticetus,TRUE,NA,2467,NA,LC,CD,Lower Risk/conservation dependent,0.3,1996,2003,0
Bowhead whale,Balaena mysticetus,TRUE,NA,2467,NA,LC,CD,Lower Risk/conservation dependent,0.3,1996,2004,0
Bowhead whale,Balaena mysticetus,TRUE,NA,2467,NA,LC,CD,Lower Risk/conservation dependent,0.3,1996,2005,0
Bowhead whale,Balaena mysticetus,TRUE,NA,2467,NA,LC,CD,Lower Risk/conservation dependent,0.3,1996,2006,0
Bowhead whale,Balaena mysticetus,TRUE,NA,2467,NA,LC,CD,Lower Risk/conservation dependent,0.3,1996,2007,0
Bowhead whale,Balaena mysticetus,TRUE,NA,2467,NA,LC,LC,Least Concern,0,2008,2008,0
Bowhead whale,Balaena mysticetus,TRUE,NA,2467,NA,LC,LC,Least Concern,0,2008,2009,0
Bowhead whale,Balaena mysticetus,TRUE,NA,2467,NA,LC,LC,Least Concern,0,2008,2010,0
Bowhead whale,Balaena mysticetus,TRUE,NA,2467,NA,LC,LC,Least Concern,0,2008,2011,0
Bowhead whale,Balaena mysticetus,TRUE,NA,2467,NA,LC,LC,Least Concern,0,2012,2012,0
Bowhead whale,Balaena mysticetus,TRUE,NA,2467,NA,LC,LC,Least Concern,0,2012,2013,0
Bowhead whale,Balaena mysticetus,TRUE,NA,2467,NA,LC,LC,Least Concern,0,2012,2014,0
Bowhead whale,Balaena mysticetus,TRUE,NA,2467,NA,LC,LC,Least Concern,0,2012,2015,0
Bowhead whale,Balaena mysticetus,TRUE,NA,2467,NA,LC,LC,Least Concern,0,2012,2016,0
Bowhead whale,Balaena mysticetus,TRUE,NA,2467,NA,LC,LC,Least Concern,0,2012,2017,0
Bowhead whale,Balaena mysticetus,TRUE,NA,2467,NA,LC,LC,Least Concern,0,2018,2018,0
Bowhead whale,Balaena mysticetus,TRUE,NA,2467,NA,LC,LC,Least Concern,0,2018,2019,0
Bowhead whale,Balaena mysticetus,TRUE,NA,2468,Bering-Chukchi-Beaufort Sea subpopulation,LR/cd,CD,Lower Risk/conservation dependent,0.3,NA,1965,NA
Bowhead whale,Balaena mysticetus,TRUE,NA,2468,Bering-Chukchi-Beaufort Sea subpopulation,LR/cd,CD,Lower Risk/conservation dependent,0.3,NA,1966,NA
Bowhead whale,Balaena mysticetus,TRUE,NA,2468,Bering-Chukchi-Beaufort Sea subpopulation,LR/cd,CD,Lower Risk/conservation dependent,0.3,NA,1967,NA
Bowhead whale,Balaena mysticetus,TRUE,NA,2468,Bering-Chukchi-Beaufort Sea subpopulation,LR/cd,CD,Lower Risk/conservation dependent,0.3,NA,1968,NA
Bowhead whale,Balaena mysticetus,TRUE,NA,2468,Bering-Chukchi-Beaufort Sea subpopulation,LR/cd,CD,Lower Risk/conservation dependent,0.3,NA,1969,NA
Bowhead whale,Balaena mysticetus,TRUE,NA,2468,Bering-Chukchi-Beaufort Sea subpopulation,LR/cd,CD,Lower Risk/conservation dependent,0.3,NA,1970,NA
Bowhead whale,Balaena mysticetus,TRUE,NA,2468,Bering-Chukchi-Beaufort Sea subpopulation,LR/cd,CD,Lower Risk/conservation dependent,0.3,NA,1971,NA
Bowhead whale,Balaena mysticetus,TRUE,NA,2468,Bering-Chukchi-Beaufort Sea subpopulation,LR/cd,CD,Lower Risk/conservation dependent,0.3,NA,1972,NA
Bowhead whale,Balaena mysticetus,TRUE,NA,2468,Bering-Chukchi-Beaufort Sea subpopulation,LR/cd,CD,Lower Risk/conservation dependent,0.3,NA,1973,NA
Bowhead whale,Balaena mysticetus,TRUE,NA,2468,Bering-Chukchi-Beaufort Sea subpopulation,LR/cd,CD,Lower Risk/conservation dependent,0.3,NA,1974,NA
Bowhead whale,Balaena mysticetus,TRUE,NA,2468,Bering-Chukchi-Beaufort Sea subpopulation,LR/cd,CD,Lower Risk/conservation dependent,0.3,NA,1975,NA
Bowhead whale,Balaena mysticetus,TRUE,NA,2468,Bering-Chukchi-Beaufort Sea subpopulation,LR/cd,CD,Lower Risk/conservation dependent,0.3,NA,1976,NA
Bowhead whale,Balaena mysticetus,TRUE,NA,2468,Bering-Chukchi-Beaufort Sea subpopulation,LR/cd,CD,Lower Risk/conservation dependent,0.3,NA,1977,NA
Bowhead whale,Balaena mysticetus,TRUE,NA,2468,Bering-Chukchi-Beaufort Sea subpopulation,LR/cd,CD,Lower Risk/conservation dependent,0.3,NA,1978,NA
Bowhead whale,Balaena mysticetus,TRUE,NA,2468,Bering-Chukchi-Beaufort Sea subpopulation,LR/cd,CD,Lower Risk/conservation dependent,0.3,NA,1979,NA
Bowhead whale,Balaena mysticetus,TRUE,NA,2468,Bering-Chukchi-Beaufort Sea subpopulation,LR/cd,CD,Lower Risk/conservation dependent,0.3,NA,1980,NA
Bowhead whale,Balaena mysticetus,TRUE,NA,2468,Bering-Chukchi-Beaufort Sea subpopulation,LR/cd,CD,Lower Risk/conservation dependent,0.3,NA,1981,NA
Bowhead whale,Balaena mysticetus,TRUE,NA,2468,Bering-Chukchi-Beaufort Sea subpopulation,LR/cd,CD,Lower Risk/conservation dependent,0.3,NA,1982,NA
Bowhead whale,Balaena mysticetus,TRUE,NA,2468,Bering-Chukchi-Beaufort Sea subpopulation,LR/cd,CD,Lower Risk/conservation dependent,0.3,NA,1983,NA
Bowhead whale,Balaena mysticetus,TRUE,NA,2468,Bering-Chukchi-Beaufort Sea subpopulation,LR/cd,CD,Lower Risk/conservation dependent,0.3,NA,1984,NA
Bowhead whale,Balaena mysticetus,TRUE,NA,2468,Bering-Chukchi-Beaufort Sea subpopulation,LR/cd,CD,Lower Risk/conservation dependent,0.3,NA,1985,NA
Bowhead whale,Balaena mysticetus,TRUE,NA,2468,Bering-Chukchi-Beaufort Sea subpopulation,LR/cd,CD,Lower Risk/conservation dependent,0.3,NA,1986,NA
Bowhead whale,Balaena mysticetus,TRUE,NA,2468,Bering-Chukchi-Beaufort Sea subpopulation,LR/cd,CD,Lower Risk/conservation dependent,0.3,NA,1987,NA
Bowhead whale,Balaena mysticetus,TRUE,NA,2468,Bering-Chukchi-Beaufort Sea subpopulation,LR/cd,CD,Lower Risk/conservation dependent,0.3,NA,1988,NA
Bowhead whale,Balaena mysticetus,TRUE,NA,2468,Bering-Chukchi-Beaufort Sea subpopulation,LR/cd,CD,Lower Risk/conservation dependent,0.3,NA,1989,NA
Bowhead whale,Balaena mysticetus,TRUE,NA,2468,Bering-Chukchi-Beaufort Sea subpopulation,LR/cd,CD,Lower Risk/conservation dependent,0.3,NA,1990,NA
Bowhead whale,Balaena mysticetus,TRUE,NA,2468,Bering-Chukchi-Beaufort Sea subpopulation,LR/cd,CD,Lower Risk/conservation dependent,0.3,NA,1991,NA
Bowhead whale,Balaena mysticetus,TRUE,NA,2468,Bering-Chukchi-Beaufort Sea subpopulation,LR/cd,CD,Lower Risk/conservation dependent,0.3,NA,1992,NA
Bowhead whale,Balaena mysticetus,TRUE,NA,2468,Bering-Chukchi-Beaufort Sea subpopulation,LR/cd,CD,Lower Risk/conservation dependent,0.3,NA,1993,NA
Bowhead whale,Balaena mysticetus,TRUE,NA,2468,Bering-Chukchi-Beaufort Sea subpopulation,LR/cd,CD,Lower Risk/conservation dependent,0.3,NA,1994,NA
Bowhead whale,Balaena mysticetus,TRUE,NA,2468,Bering-Chukchi-Beaufort Sea subpopulation,LR/cd,CD,Lower Risk/conservation dependent,0.3,NA,1995,NA
Bowhead whale,Balaena mysticetus,TRUE,NA,2468,Bering-Chukchi-Beaufort Sea subpopulation,LR/cd,CD,Lower Risk/conservation dependent,0.3,1996,1996,NA
Bowhead whale,Balaena mysticetus,TRUE,NA,2468,Bering-Chukchi-Beaufort Sea subpopulation,LR/cd,CD,Lower Risk/conservation dependent,0.3,1996,1997,NA
Bowhead whale,Balaena mysticetus,TRUE,NA,2468,Bering-Chukchi-Beaufort Sea subpopulation,LR/cd,CD,Lower Risk/conservation dependent,0.3,1996,1998,NA
Bowhead whale,Balaena mysticetus,TRUE,NA,2468,Bering-Chukchi-Beaufort Sea subpopulation,LR/cd,CD,Lower Risk/conservation dependent,0.3,1996,1999,NA
Bowhead whale,Balaena mysticetus,TRUE,NA,2468,Bering-Chukchi-Beaufort Sea subpopulation,LR/cd,CD,Lower Risk/conservation dependent,0.3,1996,2000,NA
Bowhead whale,Balaena mysticetus,TRUE,NA,2468,Bering-Chukchi-Beaufort Sea subpopulation,LR/cd,CD,Lower Risk/conservation dependent,0.3,1996,2001,NA
Bowhead whale,Balaena mysticetus,TRUE,NA,2468,Bering-Chukchi-Beaufort Sea subpopulation,LR/cd,CD,Lower Risk/conservation dependent,0.3,1996,2002,NA
Bowhead whale,Balaena mysticetus,TRUE,NA,2468,Bering-Chukchi-Beaufort Sea subpopulation,LR/cd,CD,Lower Risk/conservation dependent,0.3,1996,2003,NA
Bowhead whale,Balaena mysticetus,TRUE,NA,2468,Bering-Chukchi-Beaufort Sea subpopulation,LR/cd,CD,Lower Risk/conservation dependent,0.3,1996,2004,NA
Bowhead whale,Balaena mysticetus,TRUE,NA,2468,Bering-Chukchi-Beaufort Sea subpopulation,LR/cd,CD,Lower Risk/conservation dependent,0.3,1996,2005,NA
Bowhead whale,Balaena mysticetus,TRUE,NA,2468,Bering-Chukchi-Beaufort Sea subpopulation,LR/cd,CD,Lower Risk/conservation dependent,0.3,1996,2006,NA
Bowhead whale,Balaena mysticetus,TRUE,NA,2468,Bering-Chukchi-Beaufort Sea subpopulation,LR/cd,CD,Lower Risk/conservation dependent,0.3,1996,2007,NA
Bowhead whale,Balaena mysticetus,TRUE,NA,2468,Bering-Chukchi-Beaufort Sea subpopulation,LR/cd,CD,Lower Risk/conservation dependent,0.3,1996,2008,NA
Bowhead whale,Balaena mysticetus,TRUE,NA,2468,Bering-Chukchi-Beaufort Sea subpopulation,LR/cd,CD,Lower Risk/conservation dependent,0.3,1996,2009,NA
Bowhead whale,Balaena mysticetus,TRUE,NA,2468,Bering-Chukchi-Beaufort Sea subpopulation,LR/cd,CD,Lower Risk/conservation dependent,0.3,1996,2010,NA
Bowhead whale,Balaena mysticetus,TRUE,NA,2468,Bering-Chukchi-Beaufort Sea subpopulation,LR/cd,CD,Lower Risk/conservation dependent,0.3,1996,2011,NA
Bowhead whale,Balaena mysticetus,TRUE,NA,2468,Bering-Chukchi-Beaufort Sea subpopulation,LR/cd,CD,Lower Risk/conservation dependent,0.3,1996,2012,NA
Bowhead whale,Balaena mysticetus,TRUE,NA,2468,Bering-Chukchi-Beaufort Sea subpopulation,LR/cd,CD,Lower Risk/conservation dependent,0.3,1996,2013,NA
Bowhead whale,Balaena mysticetus,TRUE,NA,2468,Bering-Chukchi-Beaufort Sea subpopulation,LR/cd,CD,Lower Risk/conservation dependent,0.3,1996,2014,NA
Bowhead whale,Balaena mysticetus,TRUE,NA,2468,Bering-Chukchi-Beaufort Sea subpopulation,LR/cd,CD,Lower Risk/conservation dependent,0.3,1996,2015,NA
Bowhead whale,Balaena mysticetus,TRUE,NA,2468,Bering-Chukchi-Beaufort Sea subpopulation,LR/cd,CD,Lower Risk/conservation dependent,0.3,1996,2016,NA
Bowhead whale,Balaena mysticetus,TRUE,NA,2468,Bering-Chukchi-Beaufort Sea subpopulation,LR/cd,CD,Lower Risk/conservation dependent,0.3,1996,2017,NA
Bowhead whale,Balaena mysticetus,TRUE,NA,2468,Bering-Chukchi-Beaufort Sea subpopulation,LR/cd,CD,Lower Risk/conservation dependent,0.3,1996,2018,NA
Bowhead whale,Balaena mysticetus,TRUE,NA,2468,Bering-Chukchi-Beaufort Sea subpopulation,LR/cd,CD,Lower Risk/conservation dependent,0.3,1996,2019,NA
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea subpopulation,EN,EN,Endangered,0.6,NA,1965,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea subpopulation,EN,EN,Endangered,0.6,NA,1966,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea subpopulation,EN,EN,Endangered,0.6,NA,1967,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea subpopulation,EN,EN,Endangered,0.6,NA,1968,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea subpopulation,EN,EN,Endangered,0.6,NA,1969,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea subpopulation,EN,EN,Endangered,0.6,NA,1970,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea subpopulation,EN,EN,Endangered,0.6,NA,1971,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea subpopulation,EN,EN,Endangered,0.6,NA,1972,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea subpopulation,EN,EN,Endangered,0.6,NA,1973,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea subpopulation,EN,EN,Endangered,0.6,NA,1974,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea subpopulation,EN,EN,Endangered,0.6,NA,1975,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea subpopulation,EN,EN,Endangered,0.6,NA,1976,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea subpopulation,EN,EN,Endangered,0.6,NA,1977,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea subpopulation,EN,EN,Endangered,0.6,NA,1978,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea subpopulation,EN,EN,Endangered,0.6,NA,1979,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea subpopulation,EN,EN,Endangered,0.6,NA,1980,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea subpopulation,EN,EN,Endangered,0.6,NA,1981,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea subpopulation,EN,EN,Endangered,0.6,NA,1982,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea subpopulation,EN,EN,Endangered,0.6,NA,1983,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea subpopulation,EN,EN,Endangered,0.6,NA,1984,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea subpopulation,EN,EN,Endangered,0.6,NA,1985,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea subpopulation,EN,EN,Endangered,0.6,NA,1986,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea subpopulation,EN,EN,Endangered,0.6,NA,1987,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea subpopulation,EN,EN,Endangered,0.6,NA,1988,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea subpopulation,EN,EN,Endangered,0.6,NA,1989,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea subpopulation,EN,EN,Endangered,0.6,NA,1990,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea subpopulation,EN,EN,Endangered,0.6,NA,1991,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea subpopulation,EN,EN,Endangered,0.6,NA,1992,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea subpopulation,EN,EN,Endangered,0.6,NA,1993,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea subpopulation,EN,EN,Endangered,0.6,NA,1994,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea subpopulation,EN,EN,Endangered,0.6,NA,1995,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea subpopulation,EN,EN,Endangered,0.6,1996,1996,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea subpopulation,EN,EN,Endangered,0.6,1996,1997,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea subpopulation,EN,EN,Endangered,0.6,1996,1998,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea subpopulation,EN,EN,Endangered,0.6,1996,1999,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea subpopulation,EN,EN,Endangered,0.6,1996,2000,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea subpopulation,EN,EN,Endangered,0.6,1996,2001,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea subpopulation,EN,EN,Endangered,0.6,1996,2002,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea subpopulation,EN,EN,Endangered,0.6,1996,2003,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea subpopulation,EN,EN,Endangered,0.6,1996,2004,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea subpopulation,EN,EN,Endangered,0.6,1996,2005,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea subpopulation,EN,EN,Endangered,0.6,1996,2006,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea subpopulation,EN,EN,Endangered,0.6,1996,2007,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea subpopulation,EN,EN,Endangered,0.6,1996,2008,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea subpopulation,EN,EN,Endangered,0.6,1996,2009,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea subpopulation,EN,EN,Endangered,0.6,1996,2010,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea subpopulation,EN,EN,Endangered,0.6,1996,2011,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea subpopulation,EN,EN,Endangered,0.6,2012,2012,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea subpopulation,EN,EN,Endangered,0.6,2012,2013,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea subpopulation,EN,EN,Endangered,0.6,2012,2014,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea subpopulation,EN,EN,Endangered,0.6,2012,2015,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea subpopulation,EN,EN,Endangered,0.6,2012,2016,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea subpopulation,EN,EN,Endangered,0.6,2012,2017,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea subpopulation,EN,EN,Endangered,0.6,2018,2018,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea subpopulation,EN,EN,Endangered,0.6,2018,2019,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2472,East Greenland-Svalbard-Barents Sea subpopulation,EN,EN,Endangered,0.6,NA,1965,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2472,East Greenland-Svalbard-Barents Sea subpopulation,EN,EN,Endangered,0.6,NA,1966,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2472,East Greenland-Svalbard-Barents Sea subpopulation,EN,EN,Endangered,0.6,NA,1967,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2472,East Greenland-Svalbard-Barents Sea subpopulation,EN,EN,Endangered,0.6,NA,1968,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2472,East Greenland-Svalbard-Barents Sea subpopulation,EN,EN,Endangered,0.6,NA,1969,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2472,East Greenland-Svalbard-Barents Sea subpopulation,EN,EN,Endangered,0.6,NA,1970,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2472,East Greenland-Svalbard-Barents Sea subpopulation,EN,EN,Endangered,0.6,NA,1971,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2472,East Greenland-Svalbard-Barents Sea subpopulation,EN,EN,Endangered,0.6,NA,1972,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2472,East Greenland-Svalbard-Barents Sea subpopulation,EN,EN,Endangered,0.6,NA,1973,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2472,East Greenland-Svalbard-Barents Sea subpopulation,EN,EN,Endangered,0.6,NA,1974,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2472,East Greenland-Svalbard-Barents Sea subpopulation,EN,EN,Endangered,0.6,NA,1975,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2472,East Greenland-Svalbard-Barents Sea subpopulation,EN,EN,Endangered,0.6,NA,1976,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2472,East Greenland-Svalbard-Barents Sea subpopulation,EN,EN,Endangered,0.6,NA,1977,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2472,East Greenland-Svalbard-Barents Sea subpopulation,EN,EN,Endangered,0.6,NA,1978,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2472,East Greenland-Svalbard-Barents Sea subpopulation,EN,EN,Endangered,0.6,NA,1979,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2472,East Greenland-Svalbard-Barents Sea subpopulation,EN,EN,Endangered,0.6,NA,1980,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2472,East Greenland-Svalbard-Barents Sea subpopulation,EN,EN,Endangered,0.6,NA,1981,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2472,East Greenland-Svalbard-Barents Sea subpopulation,EN,EN,Endangered,0.6,NA,1982,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2472,East Greenland-Svalbard-Barents Sea subpopulation,EN,EN,Endangered,0.6,NA,1983,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2472,East Greenland-Svalbard-Barents Sea subpopulation,EN,EN,Endangered,0.6,NA,1984,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2472,East Greenland-Svalbard-Barents Sea subpopulation,EN,EN,Endangered,0.6,NA,1985,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2472,East Greenland-Svalbard-Barents Sea subpopulation,EN,EN,Endangered,0.6,NA,1986,0.6
