site_number,site_name,bioregion,country,start_year,end_year,area_cat,mu,year,area
2,Sinepuxent Bay,Temperate North Atlantic,USA,1986,2003,<1000ha,18.69,1999,650
2,Sinepuxent Bay,Temperate North Atlantic,USA,1986,2003,<1000ha,18.69,2000,690
2,Sinepuxent Bay,Temperate North Atlantic,USA,1986,2003,<1000ha,18.69,2001,680
2,Sinepuxent Bay,Temperate North Atlantic,USA,1986,2003,<1000ha,18.69,2002,743
2,Sinepuxent Bay,Temperate North Atlantic,USA,1986,2003,<1000ha,18.69,2003,696
4,Souther Delmarva Coast Bays,Temperate North Atlantic,USA,2001,2003,<100ha,103.34,2001,20
4,Souther Delmarva Coast Bays,Temperate North Atlantic,USA,2001,2003,<100ha,103.34,2002,85
4,Souther Delmarva Coast Bays,Temperate North Atlantic,USA,2001,2003,<100ha,103.34,2003,158
5,Tampa Bay,Tropical Atlantic,USA,1879,2006,>1000ha,-0.78,1879,30970
5,Tampa Bay,Tropical Atlantic,USA,1879,2006,>1000ha,-0.78,1950,16448
5,Tampa Bay,Tropical Atlantic,USA,1879,2006,>1000ha,-0.78,1982,8764
5,Tampa Bay,Tropical Atlantic,USA,1879,2006,>1000ha,-0.78,1988,9427
5,Tampa Bay,Tropical Atlantic,USA,1879,2006,>1000ha,-0.78,1990,10213
5,Tampa Bay,Tropical Atlantic,USA,1879,2006,>1000ha,-0.78,1992,10426
5,Tampa Bay,Tropical Atlantic,USA,1879,2006,>1000ha,-0.78,1994,10736
5,Tampa Bay,Tropical Atlantic,USA,1879,2006,>1000ha,-0.78,1996,10897
5,Tampa Bay,Tropical Atlantic,USA,1879,2006,>1000ha,-0.78,1999,10057
5,Tampa Bay,Tropical Atlantic,USA,1879,2006,>1000ha,-0.78,2002,10558
5,Tampa Bay,Tropical Atlantic,USA,1879,2006,>1000ha,-0.78,2004,10941
5,Tampa Bay,Tropical Atlantic,USA,1879,2006,>1000ha,-0.78,2006,11466
6,Upper Charlotte Harbor,Tropical Atlantic,USA,1982,2002,>1000ha,0.01,1982,7369
6,Upper Charlotte Harbor,Tropical Atlantic,USA,1982,2002,>1000ha,0.01,1988,7507
6,Upper Charlotte Harbor,Tropical Atlantic,USA,1982,2002,>1000ha,0.01,1992,7216
6,Upper Charlotte Harbor,Tropical Atlantic,USA,1982,2002,>1000ha,0.01,1993,7532
6,Upper Charlotte Harbor,Tropical Atlantic,USA,1982,2002,>1000ha,0.01,1996,7781
6,Upper Charlotte Harbor,Tropical Atlantic,USA,1982,2002,>1000ha,0.01,1999,7224
6,Upper Charlotte Harbor,Tropical Atlantic,USA,1982,2002,>1000ha,0.01,2002,7381
7,Sarasota Bay,Tropical Atlantic,USA,1950,2001,>1000ha,-0.56,1950,4886
7,Sarasota Bay,Tropical Atlantic,USA,1950,2001,>1000ha,-0.56,1987,3476
7,Sarasota Bay,Tropical Atlantic,USA,1950,2001,>1000ha,-0.56,1993,3865
7,Sarasota Bay,Tropical Atlantic,USA,1950,2001,>1000ha,-0.56,1995,4158
7,Sarasota Bay,Tropical Atlantic,USA,1950,2001,>1000ha,-0.56,1998,3701
7,Sarasota Bay,Tropical Atlantic,USA,1950,2001,>1000ha,-0.56,2001,3668
15,Cala Millo,Mediterranean,Spain,1956,2001,<1000ha,-1.68,1956,259.4
15,Cala Millo,Mediterranean,Spain,1956,2001,<1000ha,-1.68,2001,121.7
16,Calvia,Mediterranean,Spain,1956,2001,<1000ha,-0.85,1956,313.1
16,Calvia,Mediterranean,Spain,1956,2001,<1000ha,-0.85,2001,213.7
17,Maquoit Bay,Temperate North Atlantic,USA,1993,2001,<1000ha,5.3,1993,373.2
17,Maquoit Bay,Temperate North Atlantic,USA,1993,2001,<1000ha,5.3,2000,535.5
17,Maquoit Bay,Temperate North Atlantic,USA,1993,2001,<1000ha,5.3,2001,570.1
18,Holmstange,Temperate North Atlantic,Denmark,1945,1995,<10ha,7.63,1945,0.3601
18,Holmstange,Temperate North Atlantic,Denmark,1945,1995,<10ha,7.63,1954,1.1287
18,Holmstange,Temperate North Atlantic,Denmark,1945,1995,<10ha,7.63,1959,9.718
18,Holmstange,Temperate North Atlantic,Denmark,1945,1995,<10ha,7.63,1974,10.098
18,Holmstange,Temperate North Atlantic,Denmark,1945,1995,<10ha,7.63,1981,7.4888
18,Holmstange,Temperate North Atlantic,Denmark,1945,1995,<10ha,7.63,1986,4.2047
18,Holmstange,Temperate North Atlantic,Denmark,1945,1995,<10ha,7.63,1992,13.8553
18,Holmstange,Temperate North Atlantic,Denmark,1945,1995,<10ha,7.63,1995,16.3639
19,Boddum Vig,Temperate North Atlantic,Denmark,1954,1998,<100ha,3.9,1954,3.0671
19,Boddum Vig,Temperate North Atlantic,Denmark,1954,1998,<100ha,3.9,1958,5.0023
19,Boddum Vig,Temperate North Atlantic,Denmark,1954,1998,<100ha,3.9,1975,11.7847
19,Boddum Vig,Temperate North Atlantic,Denmark,1954,1998,<100ha,3.9,1981,6.7919
19,Boddum Vig,Temperate North Atlantic,Denmark,1954,1998,<100ha,3.9,1986,9.3079
19,Boddum Vig,Temperate North Atlantic,Denmark,1954,1998,<100ha,3.9,1992,28.5837
19,Boddum Vig,Temperate North Atlantic,Denmark,1954,1998,<100ha,3.9,1995,20.5012
19,Boddum Vig,Temperate North Atlantic,Denmark,1954,1998,<100ha,3.9,1998,17.0408
20,Vejie,Temperate North Atlantic,Denmark,1954,1999,<10ha,2.99,1954,1.2873
20,Vejie,Temperate North Atlantic,Denmark,1954,1999,<10ha,2.99,1960,1.6972
20,Vejie,Temperate North Atlantic,Denmark,1954,1999,<10ha,2.99,1970,4.9942
20,Vejie,Temperate North Atlantic,Denmark,1954,1999,<10ha,2.99,1977,5.2349
20,Vejie,Temperate North Atlantic,Denmark,1954,1999,<10ha,2.99,1983,5.1017
20,Vejie,Temperate North Atlantic,Denmark,1954,1999,<10ha,2.99,1995,3.2058
20,Vejie,Temperate North Atlantic,Denmark,1954,1999,<10ha,2.99,1999,4.9388
21,Amager,Temperate North Atlantic,Denmark,1954,1995,<1000ha,-0.98,1954,138.6405
21,Amager,Temperate North Atlantic,Denmark,1954,1995,<1000ha,-0.98,1967,156.8419
21,Amager,Temperate North Atlantic,Denmark,1954,1995,<1000ha,-0.98,1974,71.6146
21,Amager,Temperate North Atlantic,Denmark,1954,1995,<1000ha,-0.98,1980,117.2306
21,Amager,Temperate North Atlantic,Denmark,1954,1995,<1000ha,-0.98,1984,108.0853
21,Amager,Temperate North Atlantic,Denmark,1954,1995,<1000ha,-0.98,1989,138.4917
21,Amager,Temperate North Atlantic,Denmark,1954,1995,<1000ha,-0.98,1995,92.8247
22,Samso,Temperate North Atlantic,Denmark,1954,1999,<1000ha,-1.16,1954,147.3958
22,Samso,Temperate North Atlantic,Denmark,1954,1999,<1000ha,-1.16,1969,119.3412
22,Samso,Temperate North Atlantic,Denmark,1954,1999,<1000ha,-1.16,1975,115.4546
22,Samso,Temperate North Atlantic,Denmark,1954,1999,<1000ha,-1.16,1979,90.3404
22,Samso,Temperate North Atlantic,Denmark,1954,1999,<1000ha,-1.16,1983,141.4856
22,Samso,Temperate North Atlantic,Denmark,1954,1999,<1000ha,-1.16,1988,146.2929
22,Samso,Temperate North Atlantic,Denmark,1954,1999,<1000ha,-1.16,1993,67.1163
22,Samso,Temperate North Atlantic,Denmark,1954,1999,<1000ha,-1.16,1994,76.7664
22,Samso,Temperate North Atlantic,Denmark,1954,1999,<1000ha,-1.16,1995,81.5879
22,Samso,Temperate North Atlantic,Denmark,1954,1999,<1000ha,-1.16,1999,87.3645
23,Terschelling harbour,Temperate North Atlantic,TheNetherlands,1995,1998,<100ha,-82.31,1995,18.9
23,Terschelling harbour,Temperate North Atlantic,TheNetherlands,1995,1998,<100ha,-82.31,1998,1.6
24,Paap,Temperate North Atlantic,TheNetherlands,1994,1997,<100ha,48.01,1994,27
24,Paap,Temperate North Atlantic,TheNetherlands,1994,1997,<100ha,48.01,1995,64
24,Paap,Temperate North Atlantic,TheNetherlands,1994,1997,<100ha,48.01,1996,159
24,Paap,Temperate North Atlantic,TheNetherlands,1994,1997,<100ha,48.01,1997,114
25,Stromstad,Temperate North Atlantic,Sweden,1980,2000,<1000ha,-2.87,1980,190
25,Stromstad,Temperate North Atlantic,Sweden,1980,2000,<1000ha,-2.87,2000,107
26,Lysekil,Temperate North Atlantic,Sweden,1980,2000,<1000ha,-0.12,1980,167
26,Lysekil,Temperate North Atlantic,Sweden,1980,2000,<1000ha,-0.12,2000,163
27,Uddevalla,Temperate North Atlantic,Sweden,1980,2000,<1000ha,-6.53,1980,384
27,Uddevalla,Temperate North Atlantic,Sweden,1980,2000,<1000ha,-6.53,2000,104
28,Stenungsund,Temperate North Atlantic,Sweden,1980,2000,<1000ha,-1.03,1980,290
28,Stenungsund,Temperate North Atlantic,Sweden,1980,2000,<1000ha,-1.03,2000,236
29,Kungalv,Temperate North Atlantic,Sweden,1980,2000,<1000ha,-8.47,1980,794
29,Kungalv,Temperate North Atlantic,Sweden,1980,2000,<1000ha,-8.47,2000,146
31,Hillsborough Bay,Tropical Atlantic,USA,1987,1990,<1ha,120.48,1987,0.00112885
31,Hillsborough Bay,Tropical Atlantic,USA,1987,1990,<1ha,120.48,1987,0.00034993
31,Hillsborough Bay,Tropical Atlantic,USA,1987,1990,<1ha,120.48,1987,0.00116875
31,Hillsborough Bay,Tropical Atlantic,USA,1987,1990,<1ha,120.48,1988,0.00024182
31,Hillsborough Bay,Tropical Atlantic,USA,1987,1990,<1ha,120.48,1988,0.00776219
31,Hillsborough Bay,Tropical Atlantic,USA,1987,1990,<1ha,120.48,1988,0.01484461
31,Hillsborough Bay,Tropical Atlantic,USA,1987,1990,<1ha,120.48,1989,0.01828509
31,Hillsborough Bay,Tropical Atlantic,USA,1987,1990,<1ha,120.48,1989,0.02929817
31,Hillsborough Bay,Tropical Atlantic,USA,1987,1990,<1ha,120.48,1989,0.04191263
32,Middle Tampa Bay,Tropical Atlantic,USA,1986,1989,<100ha,23.79,1986,48
32,Middle Tampa Bay,Tropical Atlantic,USA,1986,1989,<100ha,23.79,1989,98
38,Vaccares Lagoon,Mediterranean,France,1993,2003,>1000ha,-1.89,1993,4721.61
38,Vaccares Lagoon,Mediterranean,France,1993,2003,>1000ha,-1.89,1994,3851.47
38,Vaccares Lagoon,Mediterranean,France,1993,2003,>1000ha,-1.89,1995,3826.11
38,Vaccares Lagoon,Mediterranean,France,1993,2003,>1000ha,-1.89,1996,3541.93
38,Vaccares Lagoon,Mediterranean,France,1993,2003,>1000ha,-1.89,1997,96.85
38,Vaccares Lagoon,Mediterranean,France,1993,2003,>1000ha,-1.89,1998,1583.78
38,Vaccares Lagoon,Mediterranean,France,1993,2003,>1000ha,-1.89,1999,1599.23
38,Vaccares Lagoon,Mediterranean,France,1993,2003,>1000ha,-1.89,2000,2963.57
38,Vaccares Lagoon,Mediterranean,France,1993,2003,>1000ha,-1.89,2001,4109.8
38,Vaccares Lagoon,Mediterranean,France,1993,2003,>1000ha,-1.89,2002,3975.45
38,Vaccares Lagoon,Mediterranean,France,1993,2003,>1000ha,-1.89,2003,3909.16
39,Mondego Estuary (South Arm),Temperate North Atlantic,Portugal,1986,2002,<10ha,-13.99,1986,15
39,Mondego Estuary (South Arm),Temperate North Atlantic,Portugal,1986,2002,<10ha,-13.99,1993,1.6
39,Mondego Estuary (South Arm),Temperate North Atlantic,Portugal,1986,2002,<10ha,-13.99,1997,0.02
39,Mondego Estuary (South Arm),Temperate North Atlantic,Portugal,1986,2002,<10ha,-13.99,2000,0.9
39,Mondego Estuary (South Arm),Temperate North Atlantic,Portugal,1986,2002,<10ha,-13.99,2002,1.6
41,Ria Formosa,Temperate North Atlantic,Portugal,1940,1998,<100ha,1.84,1940,7.1
41,Ria Formosa,Temperate North Atlantic,Portugal,1940,1998,<100ha,1.84,1980,6
41,Ria Formosa,Temperate North Atlantic,Portugal,1940,1998,<100ha,1.84,1989,7.9
41,Ria Formosa,Temperate North Atlantic,Portugal,1940,1998,<100ha,1.84,1996,50.1
41,Ria Formosa,Temperate North Atlantic,Portugal,1940,1998,<100ha,1.84,1998,20.7
44,Urangan,Tropical Indo-Pacific,Australia,1998,2002,<100ha,0.21,1998,91.48
44,Urangan,Tropical Indo-Pacific,Australia,1998,2002,<100ha,0.21,1999,0
44,Urangan,Tropical Indo-Pacific,Australia,1998,2002,<100ha,0.21,2002,92.26
45,Wanggoolba Creek,Tropical Indo-Pacific,Australia,1998,2002,<100ha,2.99,1998,119.5
45,Wanggoolba Creek,Tropical Indo-Pacific,Australia,1998,2002,<100ha,2.99,1999,4.37
45,Wanggoolba Creek,Tropical Indo-Pacific,Australia,1998,2002,<100ha,2.99,2002,134.7
46,Northern Great Sandy Strait,Tropical Indo-Pacific,Australia,1998,2002,>1000ha,15.52,1998,1995
46,Northern Great Sandy Strait,Tropical Indo-Pacific,Australia,1998,2002,>1000ha,15.52,1999,913.3
46,Northern Great Sandy Strait,Tropical Indo-Pacific,Australia,1998,2002,>1000ha,15.52,1999,98.1
46,Northern Great Sandy Strait,Tropical Indo-Pacific,Australia,1998,2002,>1000ha,15.52,2000,3712
62,Marseilles,Mediterranean,France,1984,1999,<1ha,1.27,1984,0.67
62,Marseilles,Mediterranean,France,1984,1999,<1ha,1.27,1987,0.63
62,Marseilles,Mediterranean,France,1984,1999,<1ha,1.27,1991,0.68
62,Marseilles,Mediterranean,France,1984,1999,<1ha,1.27,1994,0.7
62,Marseilles,Mediterranean,France,1984,1999,<1ha,1.27,1999,0.81
65,Cockburn Sound East,Temperate Southern Oceans,Australia,1967,1999,<1000ha,-15.32,1967,1750
65,Cockburn Sound East,Temperate Southern Oceans,Australia,1967,1999,<1000ha,-15.32,1972,310
65,Cockburn Sound East,Temperate Southern Oceans,Australia,1967,1999,<1000ha,-15.32,1981,14
65,Cockburn Sound East,Temperate Southern Oceans,Australia,1967,1999,<1000ha,-15.32,1994,26
65,Cockburn Sound East,Temperate Southern Oceans,Australia,1967,1999,<1000ha,-15.32,1999,13
66,Cockburn Sound South,Temperate Southern Oceans,Australia,1967,1999,<1000ha,-2.42,1967,634
66,Cockburn Sound South,Temperate Southern Oceans,Australia,1967,1999,<1000ha,-2.42,1972,528
66,Cockburn Sound South,Temperate Southern Oceans,Australia,1967,1999,<1000ha,-2.42,1981,283
66,Cockburn Sound South,Temperate Southern Oceans,Australia,1967,1999,<1000ha,-2.42,1994,291
66,Cockburn Sound South,Temperate Southern Oceans,Australia,1967,1999,<1000ha,-2.42,1999,292
67,Cockburn Sound West,Temperate Southern Oceans,Australia,1967,1999,<1000ha,-1.33,1967,545
67,Cockburn Sound West,Temperate Southern Oceans,Australia,1967,1999,<1000ha,-1.33,1972,504
67,Cockburn Sound West,Temperate Southern Oceans,Australia,1967,1999,<1000ha,-1.33,1981,443
67,Cockburn Sound West,Temperate Southern Oceans,Australia,1967,1999,<1000ha,-1.33,1994,372
67,Cockburn Sound West,Temperate Southern Oceans,Australia,1967,1999,<1000ha,-1.33,1999,356
69,Hornillo Bay,Mediterranean,Spain,1988,1998,<100ha,-7.52,1988,40
69,Hornillo Bay,Mediterranean,Spain,1988,1998,<100ha,-7.52,1994,18.85
69,Hornillo Bay,Mediterranean,Spain,1988,1998,<100ha,-7.52,1998,18.85
70,Success Bank East,Temperate Southern Oceans,Australia,1965,2004,<1000ha,1.91,1965,229.4
70,Success Bank East,Temperate Southern Oceans,Australia,1965,2004,<1000ha,1.91,1972,340.9
70,Success Bank East,Temperate Southern Oceans,Australia,1965,2004,<1000ha,1.91,1982,456.5
70,Success Bank East,Temperate Southern Oceans,Australia,1965,2004,<1000ha,1.91,1995,482.7
71,Success Bank Central,Temperate Southern Oceans,Australia,1965,2004,<1000ha,1.47,1965,53.4
71,Success Bank Central,Temperate Southern Oceans,Australia,1965,2004,<1000ha,1.47,1972,121.9
71,Success Bank Central,Temperate Southern Oceans,Australia,1965,2004,<1000ha,1.47,1982,138.8
71,Success Bank Central,Temperate Southern Oceans,Australia,1965,2004,<1000ha,1.47,1995,94.6
72,Success BankWest,Temperate Southern Oceans,Australia,1965,2004,<1000ha,1.83,1965,224.5
72,Success BankWest,Temperate Southern Oceans,Australia,1965,2004,<1000ha,1.83,1972,297.7
72,Success BankWest,Temperate Southern Oceans,Australia,1965,2004,<1000ha,1.83,1982,382.8
72,Success BankWest,Temperate Southern Oceans,Australia,1965,2004,<1000ha,1.83,1995,458.6
73,Parmelia BankEast,Temperate Southern Oceans,Australia,1965,2004,<1000ha,-1.04,1965,487
73,Parmelia BankEast,Temperate Southern Oceans,Australia,1965,2004,<1000ha,-1.04,1972,491.5
73,Parmelia BankEast,Temperate Southern Oceans,Australia,1965,2004,<1000ha,-1.04,1982,289.2
73,Parmelia BankEast,Temperate Southern Oceans,Australia,1965,2004,<1000ha,-1.04,1995,324.1
74,Parmelia Bank West,Temperate Southern Oceans,Australia,1965,2004,<1000ha,1.06,1965,248.1
74,Parmelia Bank West,Temperate Southern Oceans,Australia,1965,2004,<1000ha,1.06,1972,285.2
74,Parmelia Bank West,Temperate Southern Oceans,Australia,1965,2004,<1000ha,1.06,1982,343.6
74,Parmelia Bank West,Temperate Southern Oceans,Australia,1965,2004,<1000ha,1.06,1995,375.1
75,Spencer Gulf,Temperate Southern Oceans,Australia,1987,1994,>1000ha,-13.05,1987,15953
75,Spencer Gulf,Temperate Southern Oceans,Australia,1987,1994,>1000ha,-13.05,1994,6401
78,Vaccares Lagoon,Mediterranean,France,1984,1994,>1000ha,3.6,1984,3000
78,Vaccares Lagoon,Mediterranean,France,1984,1994,>1000ha,3.6,1994,4300
79,Izembek Lagoon,Temperate North Pacific,USA,1978,1995,>1000ha,0.63,1978,15067
79,Izembek Lagoon,Temperate North Pacific,USA,1978,1995,>1000ha,0.63,1987,15915
79,Izembek Lagoon,Temperate North Pacific,USA,1978,1995,>1000ha,0.63,1995,15951
81,Tuggerah Lakes,Temperate Southern Oceans,Australia,1954,1985,>1000ha,5.48,1954,350
81,Tuggerah Lakes,Temperate Southern Oceans,Australia,1954,1985,>1000ha,5.48,1963,4190
81,Tuggerah Lakes,Temperate Southern Oceans,Australia,1954,1985,>1000ha,5.48,1965,3120
81,Tuggerah Lakes,Temperate Southern Oceans,Australia,1954,1985,>1000ha,5.48,1966,2820
81,Tuggerah Lakes,Temperate Southern Oceans,Australia,1954,1985,>1000ha,5.48,1980,1434
81,Tuggerah Lakes,Temperate Southern Oceans,Australia,1954,1985,>1000ha,5.48,1981,1313
81,Tuggerah Lakes,Temperate Southern Oceans,Australia,1954,1985,>1000ha,5.48,1981,1760
81,Tuggerah Lakes,Temperate Southern Oceans,Australia,1954,1985,>1000ha,5.48,1982,1419
81,Tuggerah Lakes,Temperate Southern Oceans,Australia,1954,1985,>1000ha,5.48,1983,1864
81,Tuggerah Lakes,Temperate Southern Oceans,Australia,1954,1985,>1000ha,5.48,1984,1628
81,Tuggerah Lakes,Temperate Southern Oceans,Australia,1954,1985,>1000ha,5.48,1985,1911
82,Urbinu Lagoon,Mediterranean,France,1990,1999,<1000ha,0.67,1990,137.2597
82,Urbinu Lagoon,Mediterranean,France,1990,1999,<1000ha,0.67,1994,106.1578
82,Urbinu Lagoon,Mediterranean,France,1990,1999,<1000ha,0.67,1996,161.6553
82,Urbinu Lagoon,Mediterranean,France,1990,1999,<1000ha,0.67,1999,145.8419
83,"Botany Bay, Northern Shoreline",Temperate Southern Oceans,Australia,1930,1985,<100ha,-0.47,1930,35
83,"Botany Bay, Northern Shoreline",Temperate Southern Oceans,Australia,1930,1985,<100ha,-0.47,1942,93
83,"Botany Bay, Northern Shoreline",Temperate Southern Oceans,Australia,1930,1985,<100ha,-0.47,1951,22
83,"Botany Bay, Northern Shoreline",Temperate Southern Oceans,Australia,1930,1985,<100ha,-0.47,1961,49
83,"Botany Bay, Northern Shoreline",Temperate Southern Oceans,Australia,1930,1985,<100ha,-0.47,1977,16
83,"Botany Bay, Northern Shoreline",Temperate Southern Oceans,Australia,1930,1985,<100ha,-0.47,1985,27
84,"Botany Bay, Southern Shoreline",Temperate Southern Oceans,Australia,1942,1984,<1000ha,-0.61,1942,668
84,"Botany Bay, Southern Shoreline",Temperate Southern Oceans,Australia,1942,1984,<1000ha,-0.61,1951,567
84,"Botany Bay, Southern Shoreline",Temperate Southern Oceans,Australia,1942,1984,<1000ha,-0.61,1961,598
84,"Botany Bay, Southern Shoreline",Temperate Southern Oceans,Australia,1942,1984,<1000ha,-0.61,1970,740
84,"Botany Bay, Southern Shoreline",Temperate Southern Oceans,Australia,1942,1984,<1000ha,-0.61,1977,483
84,"Botany Bay, Southern Shoreline",Temperate Southern Oceans,Australia,1942,1984,<1000ha,-0.61,1979,394
84,"Botany Bay, Southern Shoreline",Temperate Southern Oceans,Australia,1942,1984,<1000ha,-0.61,1982,541
84,"Botany Bay, Southern Shoreline",Temperate Southern Oceans,Australia,1942,1984,<1000ha,-0.61,1984,516
88,Glenan Archipelago,Temperate North Atlantic,France,1932,1990,<1000ha,-0.98,1932,278.8
88,Glenan Archipelago,Temperate North Atlantic,France,1932,1990,<1000ha,-0.98,1952,128.3
88,Glenan Archipelago,Temperate North Atlantic,France,1932,1990,<1000ha,-0.98,1961,168.4
88,Glenan Archipelago,Temperate North Atlantic,France,1932,1990,<1000ha,-0.98,1967,175.3
88,Glenan Archipelago,Temperate North Atlantic,France,1932,1990,<1000ha,-0.98,1969,161.2
88,Glenan Archipelago,Temperate North Atlantic,France,1932,1990,<1000ha,-0.98,1976,170.3
88,Glenan Archipelago,Temperate North Atlantic,France,1932,1990,<1000ha,-0.98,1978,154.9
88,Glenan Archipelago,Temperate North Atlantic,France,1932,1990,<1000ha,-0.98,1982,145.9
88,Glenan Archipelago,Temperate North Atlantic,France,1932,1990,<1000ha,-0.98,1987,115.8
88,Glenan Archipelago,Temperate North Atlantic,France,1932,1990,<1000ha,-0.98,1990,154.6
96,Mourillion,Mediterranean,France,1964,1999,<1000ha,-1.81,1964,147
96,Mourillion,Mediterranean,France,1964,1999,<1000ha,-1.81,1979,78
97,Marseille,Mediterranean,France,1900,1994,<1000ha,-0.62,1900,471
97,Marseille,Mediterranean,France,1900,1994,<1000ha,-0.62,1994,263
115,Whangamata Harbour,Temperate Southern Oceans,New Zealand,1944,1998,<100ha,-0.51,1944,79
115,Whangamata Harbour,Temperate Southern Oceans,New Zealand,1944,1998,<100ha,-0.51,1998,60
116,Wallis Lake,Temperate Southern Oceans,Australia,1988,2002,>1000ha,-0.95,1988,2374
116,Wallis Lake,Temperate Southern Oceans,Australia,1988,2002,>1000ha,-0.95,1991,2184
116,Wallis Lake,Temperate Southern Oceans,Australia,1988,2002,>1000ha,-0.95,1995,1856
116,Wallis Lake,Temperate Southern Oceans,Australia,1988,2002,>1000ha,-0.95,2002,2078
119,Esperance Bay,Temperate Southern Oceans,Australia,1956,2001,<1000ha,-0.57,1956,585
119,Esperance Bay,Temperate Southern Oceans,Australia,1956,2001,<1000ha,-0.57,1969,509
119,Esperance Bay,Temperate Southern Oceans,Australia,1956,2001,<1000ha,-0.57,1977,428
119,Esperance Bay,Temperate Southern Oceans,Australia,1956,2001,<1000ha,-0.57,1989,482
119,Esperance Bay,Temperate Southern Oceans,Australia,1956,2001,<1000ha,-0.57,1995,463
119,Esperance Bay,Temperate Southern Oceans,Australia,1956,2001,<1000ha,-0.57,2001,453
120,Warnbro Sound,Temperate Southern Oceans,Australia,1953,2002,<1000ha,-0.64,1953,273
120,Warnbro Sound,Temperate Southern Oceans,Australia,1953,2002,<1000ha,-0.64,1963,263
120,Warnbro Sound,Temperate Southern Oceans,Australia,1953,2002,<1000ha,-0.64,1989,265
120,Warnbro Sound,Temperate Southern Oceans,Australia,1953,2002,<1000ha,-0.64,1995,223
120,Warnbro Sound,Temperate Southern Oceans,Australia,1953,2002,<1000ha,-0.64,2002,200
121,Swan-Canning Estuary,Temperate Southern Oceans,Australia,1976,1982,<1000ha,0.87,1976,563
121,Swan-Canning Estuary,Temperate Southern Oceans,Australia,1976,1982,<1000ha,0.87,1982,593
123,Princess Royal Harbour,Temperate Southern Oceans,Australia,1960,1988,<1000ha,-6.25,1960,1440
123,Princess Royal Harbour,Temperate Southern Oceans,Australia,1960,1988,<1000ha,-6.25,1988,250
124,Oyster Harbour,Temperate Southern Oceans,Australia,1960,1988,<1000ha,-5.52,1960,610
124,Oyster Harbour,Temperate Southern Oceans,Australia,1960,1988,<1000ha,-5.52,1988,130
126,"Hamblin Pond, Waquoit Bay",Temperate North Atlantic,USA,1987,1997,<100ha,-9.78,1987,17.3
126,"Hamblin Pond, Waquoit Bay",Temperate North Atlantic,USA,1987,1997,<100ha,-9.78,1988,19.3
126,"Hamblin Pond, Waquoit Bay",Temperate North Atlantic,USA,1987,1997,<100ha,-9.78,1989,14.6
